artist,text
tool,"he didn't learn and wanted children
he doesn't wanna see it
suicide or a slower death from addiction
seemed to be the only way to stop the pain
promote feelings of such hopelessness powerlessness
here they come feelings that come as natural
suicide seemed to be the only way to stop the pain
maynard screaming
give him your love give him your love to save him
what is there left to stay alive for
whatever left he considered a loss y'all
give him your love
he didn't wanna deal with it
living on the street shores
what is there left to keep him alive  she said
but you can't kill the revolution
don't run away give him your love to save him
running away getting some kinda cure
lies negative indoctrination of our good selves
you can kill the revolutionary"
pearl_jam,"they do this to us
to look up there into
over this boy
they make such a fuss"
soundgarden,"they're waiting for you
as you run for cover
there's a light in the tunnel that leads you home
though sticks and fire sticks and fire
go to where the reptiles roam
though stick and fire and may break your bones
go where the reptiles roam
leave your home
leave your mother and father
your eyes will water your guts will splatter
won't break your bones it is a lie
on the side of the border that is your home"
nine_inch_nails,"i am so impure
i am so impure
devils speak of the ways in which she'll manifest
angels bleed from the tainted touch of my caress
need to contaminate to alleviate this loneliness
i now know the depths
i reach are limitless
oh my beautiful liar
oh my precious whore
my disease my infection"
tool,"the light sure seems cold
it's just a just a sad obsession
the name of the game
back to front the blade tastes blunt
do it again
in fear of turning blind
why your heart is just a stabbing
no desire to touch the fire
this is a punk cover only
shows you're shows you're growing old
hair to grey and some guys say
the nature of your hacking
feel the pain
your starched white lips introvenous she drips
i can't explain
feel the pain the name of the game
i'll take a chance on the wine
in the safety of your bedroom
bloody eyes can't describe
it leaves no stain  leaves no stain"
pearl_jam,"oh a dissident a dissident is here
she had to turn around
i wasn't so sure she wanted him to stay
escape is never the safest place
nothing said what a waste
at a quarter past
escape is never the safest path
she couldn't hold
but when she had contact with the conflict
what to say
but soon she was down
always home but so far away
there was meaning but she sold him to the state
no she folded
a dissident is here
oh a dissidence
oh couldn't hold on
like a word misplaced
soon he was low"
pearl_jam,"i miss you all day
swirls all around
this is how
three crooked hearts
i miss you already yeah
when the sun don't shine it don't shine at all
when the sun don't shine  it don't shine at all
swirls all around yeah
don't it make you smile
don't it make me smile"
tool,"kinda like the way you keep looking away
maynard's dick
opens up and lets the wind lift him away
it doesn't have to feel water
put it right on top of your forehead
slide a mile six inches at a time on
would you like to glide on
it's just a place that feels right with him
now you know what you're fuckin with
i kinda like the way you keep looking away
kinda like the way you're breathing
apprehensive influence swallow away
took you out in the back of the toolshed
you seem to feel abysmal take it
then you're careful grace for sure
would you like to climb on
climb on my six inches and go down on"
audioslave,"i feel the worst is near
i wonder what they hold for us
i won't deny the thought is strange
i hold them close and count they're years
i've done my best and now we'll  myself
i hold my family to my breast
the shape of things to come
i feel the worst and hope the best will come to see us blessed
and pray a ray of light appears
it's not ours to break the shape of things to come
to shine down on us here
i say now when all is said and done
like an owl looking out the blue sky spies the roads we will go down
i move along like a soldier
on the colorful flowers grown upon the dust and moss"
audioslave,"i met were dark silhouette's stumbling in the night
in a  uh huh
a jewel of the summertime
of a better space and time miles away
that reminded me uh huh
jewel of the summertime
jewel of the summer time
burnt face shadow's erased and
they tried to hurt me uh huh
somethin' blinded me uh huh
but we collided uh huh
got alot on me uh huh
but somethin' blinded me uh huh
a jewel of the summer time
i'm bathing in the bright of divided rays
you reminded me uh huh
i'd be alright"
pearl_jam,"it feels like home
wherever you go
they are all in love
i don't want to feel alone
i don't want to feel alone
have some drinks
light my smoke
it's all about the simple things
things can't be the same
i don't know
if you're gonna call me at home"
pearl_jam,"i'm not sayin' we're not a part of it
these songs of freedom
'
redemption song
'
board the merchant ships
redemption song
cause none of them can stop the time
they don't say
by the force of the
you got to fulfill the book
while we stand beside and look
they don't say that your generation triumphantly
say some say it's just a part of it
i'm your generation
have no fear for atomic energy
'
none but ourselves can free our mind
this song of freedom
from the bottomless pit
but my hands were made strong"
pearl_jam,"with gems and rhinestones
you'll be no one's rival
that you're worth keeping
so what ya giving
swallowed whole in negatives
what ya giving
oh pool of blue sky
that's where we're living
all black with starlight
a distant time a distant place
breathing hard making hay
dream the dreams of others then
you are always thinking
nothing left nothing left
which road you taking
see the path cut by the moon
brain is wide the brain is deep
for you to walk on
you will be no one's rival
nothing there nothing left
awaiting your arrival
see the waves on distant shores
nothing there nothing here
yeah this is living
it's so sad and sickening
oh are you sinking
fill the air up with love"
